,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths,driving,transit,walking
280,Dallas,2020-03-27,-17.0,4.0,,,-31.0,,2.0,0.0,59.8,48.22,65.76
281,Dallas,2020-03-27,-17.0,4.0,,,-31.0,,9.0,0.0,59.8,48.22,65.76
282,Dallas,2020-03-27,-17.0,4.0,,,-31.0,,367.0,7.0,59.8,48.22,65.76
283,Dallas,2020-03-27,-9.0,,,,,,2.0,0.0,59.8,48.22,65.76
284,Dallas,2020-03-27,-9.0,,,,,,9.0,0.0,59.8,48.22,65.76
285,Dallas,2020-03-27,-9.0,,,,,,367.0,7.0,59.8,48.22,65.76
286,Dallas,2020-03-27,-53.0,-30.0,,,-51.0,25.0,2.0,0.0,59.8,48.22,65.76
287,Dallas,2020-03-27,-53.0,-30.0,,,-51.0,25.0,9.0,0.0,59.8,48.22,65.76
288,Dallas,2020-03-27,-53.0,-30.0,,,-51.0,25.0,367.0,7.0,59.8,48.22,65.76
289,Dallas,2020-03-27,-9.0,-1.0,,,-17.0,,2.0,0.0,59.8,48.22,65.76
290,Dallas,2020-03-27,-9.0,-1.0,,,-17.0,,9.0,0.0,59.8,48.22,65.76
291,Dallas,2020-03-27,-9.0,-1.0,,,-17.0,,367.0,7.0,59.8,48.22,65.76
292,Dallas,2020-03-27,-42.0,-17.0,-18.0,-42.0,-48.0,21.0,2.0,0.0,59.8,48.22,65.76
293,Dallas,2020-03-27,-42.0,-17.0,-18.0,-42.0,-48.0,21.0,9.0,0.0,59.8,48.22,65.76
294,Dallas,2020-03-27,-42.0,-17.0,-18.0,-42.0,-48.0,21.0,367.0,7.0,59.8,48.22,65.76
295,Dallas,2020-03-28,-22.0,12.0,,,-7.0,,2.0,0.0,52.5,42.16,63.75
296,Dallas,2020-03-28,-22.0,12.0,,,-7.0,,15.0,0.0,52.5,42.16,63.75
297,Dallas,2020-03-28,-22.0,12.0,,,-7.0,,439.0,9.0,52.5,42.16,63.75
298,Dallas,2020-03-28,-21.0,,,,,,2.0,0.0,52.5,42.16,63.75
299,Dallas,2020-03-28,-21.0,,,,,,15.0,0.0,52.5,42.16,63.75
300,Dallas,2020-03-28,-21.0,,,,,,439.0,9.0,52.5,42.16,63.75
301,Dallas,2020-03-28,-67.0,-34.0,,,-28.0,,2.0,0.0,52.5,42.16,63.75
302,Dallas,2020-03-28,-67.0,-34.0,,,-28.0,,15.0,0.0,52.5,42.16,63.75
303,Dallas,2020-03-28,-67.0,-34.0,,,-28.0,,439.0,9.0,52.5,42.16,63.75
304,Dallas,2020-03-28,-15.0,-2.0,,,-18.0,,2.0,0.0,52.5,42.16,63.75
305,Dallas,2020-03-28,-15.0,-2.0,,,-18.0,,15.0,0.0,52.5,42.16,63.75
306,Dallas,2020-03-28,-15.0,-2.0,,,-18.0,,439.0,9.0,52.5,42.16,63.75
307,Dallas,2020-03-28,-47.0,-17.0,-27.0,-44.0,-36.0,16.0,2.0,0.0,52.5,42.16,63.75
308,Dallas,2020-03-28,-47.0,-17.0,-27.0,-44.0,-36.0,16.0,15.0,0.0,52.5,42.16,63.75
309,Dallas,2020-03-28,-47.0,-17.0,-27.0,-44.0,-36.0,16.0,439.0,9.0,52.5,42.16,63.75
310,Dallas,2020-03-29,-27.0,-2.0,,,-22.0,,2.0,0.0,40.18,36.08,50.13
311,Dallas,2020-03-29,-27.0,-2.0,,,-22.0,,17.0,0.0,40.18,36.08,50.13
312,Dallas,2020-03-29,-27.0,-2.0,,,-22.0,,443.0,9.0,40.18,36.08,50.13
313,Dallas,2020-03-29,-17.0,,,,,,2.0,0.0,40.18,36.08,50.13
314,Dallas,2020-03-29,-17.0,,,,,,17.0,0.0,40.18,36.08,50.13
315,Dallas,2020-03-29,-17.0,,,,,,443.0,9.0,40.18,36.08,50.13
316,Dallas,2020-03-29,-60.0,-40.0,,,-34.0,,2.0,0.0,40.18,36.08,50.13
317,Dallas,2020-03-29,-60.0,-40.0,,,-34.0,,17.0,0.0,40.18,36.08,50.13
318,Dallas,2020-03-29,-60.0,-40.0,,,-34.0,,443.0,9.0,40.18,36.08,50.13
319,Dallas,2020-03-29,-11.0,8.0,,,-16.0,,2.0,0.0,40.18,36.08,50.13
320,Dallas,2020-03-29,-11.0,8.0,,,-16.0,,17.0,0.0,40.18,36.08,50.13
321,Dallas,2020-03-29,-11.0,8.0,,,-16.0,,443.0,9.0,40.18,36.08,50.13
322,Dallas,2020-03-29,-45.0,-21.0,-24.0,-45.0,-38.0,14.0,2.0,0.0,40.18,36.08,50.13
323,Dallas,2020-03-29,-45.0,-21.0,-24.0,-45.0,-38.0,14.0,17.0,0.0,40.18,36.08,50.13
324,Dallas,2020-03-29,-45.0,-21.0,-24.0,-45.0,-38.0,14.0,443.0,9.0,40.18,36.08,50.13
325,Dallas,2020-03-30,-23.0,-3.0,,,-28.0,,2.0,0.0,47.98,40.38,48.36
326,Dallas,2020-03-30,-23.0,-3.0,,,-28.0,,21.0,0.0,47.98,40.38,48.36
327,Dallas,2020-03-30,-23.0,-3.0,,,-28.0,,549.0,11.0,47.98,40.38,48.36
328,Dallas,2020-03-30,-19.0,,,,,,2.0,0.0,47.98,40.38,48.36
329,Dallas,2020-03-30,-19.0,,,,,,21.0,0.0,47.98,40.38,48.36
330,Dallas,2020-03-30,-19.0,,,,,,549.0,11.0,47.98,40.38,48.36
331,Dallas,2020-03-30,-50.0,-28.0,,,-52.0,21.0,2.0,0.0,47.98,40.38,48.36
332,Dallas,2020-03-30,-50.0,-28.0,,,-52.0,21.0,21.0,0.0,47.98,40.38,48.36
333,Dallas,2020-03-30,-50.0,-28.0,,,-52.0,21.0,549.0,11.0,47.98,40.38,48.36
334,Dallas,2020-03-30,-22.0,-12.0,,,-22.0,,2.0,0.0,47.98,40.38,48.36
335,Dallas,2020-03-30,-22.0,-12.0,,,-22.0,,21.0,0.0,47.98,40.38,48.36
336,Dallas,2020-03-30,-22.0,-12.0,,,-22.0,,549.0,11.0,47.98,40.38,48.36
337,Dallas,2020-03-30,-45.0,-24.0,-56.0,-51.0,-50.0,23.0,2.0,0.0,47.98,40.38,48.36
338,Dallas,2020-03-30,-45.0,-24.0,-56.0,-51.0,-50.0,23.0,21.0,0.0,47.98,40.38,48.36
339,Dallas,2020-03-30,-45.0,-24.0,-56.0,-51.0,-50.0,23.0,549.0,11.0,47.98,40.38,48.36
340,Dallas,2020-03-31,-22.0,1.0,,,-32.0,,2.0,0.0,54.05,43.53,62.05
341,Dallas,2020-03-31,-22.0,1.0,,,-32.0,,25.0,0.0,54.05,43.53,62.05
342,Dallas,2020-03-31,-22.0,1.0,,,-32.0,,631.0,13.0,54.05,43.53,62.05
343,Dallas,2020-03-31,-13.0,,,,-28.0,,2.0,0.0,54.05,43.53,62.05
344,Dallas,2020-03-31,-13.0,,,,-28.0,,25.0,0.0,54.05,43.53,62.05
345,Dallas,2020-03-31,-13.0,,,,-28.0,,631.0,13.0,54.05,43.53,62.05
346,Dallas,2020-03-31,-48.0,-25.0,,,-54.0,22.0,2.0,0.0,54.05,43.53,62.05
347,Dallas,2020-03-31,-48.0,-25.0,,,-54.0,22.0,25.0,0.0,54.05,43.53,62.05
348,Dallas,2020-03-31,-48.0,-25.0,,,-54.0,22.0,631.0,13.0,54.05,43.53,62.05
349,Dallas,2020-03-31,-15.0,8.0,,,-29.0,,2.0,0.0,54.05,43.53,62.05
350,Dallas,2020-03-31,-15.0,8.0,,,-29.0,,25.0,0.0,54.05,43.53,62.05
351,Dallas,2020-03-31,-15.0,8.0,,,-29.0,,631.0,13.0,54.05,43.53,62.05
352,Dallas,2020-03-31,-37.0,-12.0,-13.0,-45.0,-49.0,21.0,2.0,0.0,54.05,43.53,62.05
353,Dallas,2020-03-31,-37.0,-12.0,-13.0,-45.0,-49.0,21.0,25.0,0.0,54.05,43.53,62.05
354,Dallas,2020-03-31,-37.0,-12.0,-13.0,-45.0,-49.0,21.0,631.0,13.0,54.05,43.53,62.05
355,Dallas,2020-04-01,-8.0,18.0,,,-30.0,,3.0,0.0,55.56,42.61,62.05
356,Dallas,2020-04-01,-8.0,18.0,,,-30.0,,27.0,0.0,55.56,42.61,62.05
357,Dallas,2020-04-01,-8.0,18.0,,,-30.0,,731.0,15.0,55.56,42.61,62.05
358,Dallas,2020-04-01,3.0,,,,,,3.0,0.0,55.56,42.61,62.05
359,Dallas,2020-04-01,3.0,,,,,,27.0,0.0,55.56,42.61,62.05
360,Dallas,2020-04-01,3.0,,,,,,731.0,15.0,55.56,42.61,62.05
361,Dallas,2020-04-01,-50.0,-21.0,,,-53.0,22.0,3.0,0.0,55.56,42.61,62.05
362,Dallas,2020-04-01,-50.0,-21.0,,,-53.0,22.0,27.0,0.0,55.56,42.61,62.05
363,Dallas,2020-04-01,-50.0,-21.0,,,-53.0,22.0,731.0,15.0,55.56,42.61,62.05
364,Dallas,2020-04-01,4.0,16.0,,,-31.0,,3.0,0.0,55.56,42.61,62.05
365,Dallas,2020-04-01,4.0,16.0,,,-31.0,,27.0,0.0,55.56,42.61,62.05
366,Dallas,2020-04-01,4.0,16.0,,,-31.0,,731.0,15.0,55.56,42.61,62.05
367,Dallas,2020-04-01,-35.0,-6.0,-3.0,-43.0,-49.0,20.0,3.0,0.0,55.56,42.61,62.05
368,Dallas,2020-04-01,-35.0,-6.0,-3.0,-43.0,-49.0,20.0,27.0,0.0,55.56,42.61,62.05
369,Dallas,2020-04-01,-35.0,-6.0,-3.0,-43.0,-49.0,20.0,731.0,15.0,55.56,42.61,62.05
370,Dallas,2020-04-02,-14.0,10.0,,,-29.0,,4.0,0.0,53.4,39.17,58.51
371,Dallas,2020-04-02,-14.0,10.0,,,-29.0,,31.0,0.0,53.4,39.17,58.51
372,Dallas,2020-04-02,-14.0,10.0,,,-29.0,,831.0,17.0,53.4,39.17,58.51
373,Dallas,2020-04-02,-11.0,,,,-30.0,,4.0,0.0,53.4,39.17,58.51
374,Dallas,2020-04-02,-11.0,,,,-30.0,,31.0,0.0,53.4,39.17,58.51
375,Dallas,2020-04-02,-11.0,,,,-30.0,,831.0,17.0,53.4,39.17,58.51
376,Dallas,2020-04-02,-54.0,-31.0,,,-54.0,26.0,4.0,0.0,53.4,39.17,58.51
377,Dallas,2020-04-02,-54.0,-31.0,,,-54.0,26.0,31.0,0.0,53.4,39.17,58.51
378,Dallas,2020-04-02,-54.0,-31.0,,,-54.0,26.0,831.0,17.0,53.4,39.17,58.51
379,Dallas,2020-04-02,-9.0,22.0,,,-30.0,,4.0,0.0,53.4,39.17,58.51
380,Dallas,2020-04-02,-9.0,22.0,,,-30.0,,31.0,0.0,53.4,39.17,58.51
381,Dallas,2020-04-02,-9.0,22.0,,,-30.0,,831.0,17.0,53.4,39.17,58.51
382,Dallas,2020-04-02,-40.0,-11.0,-23.0,-46.0,-51.0,22.0,4.0,0.0,53.4,39.17,58.51
383,Dallas,2020-04-02,-40.0,-11.0,-23.0,-46.0,-51.0,22.0,31.0,0.0,53.4,39.17,58.51
384,Dallas,2020-04-02,-40.0,-11.0,-23.0,-46.0,-51.0,22.0,831.0,17.0,53.4,39.17,58.51
385,Dallas,2020-04-03,-14.0,14.0,,,-30.0,,7.0,0.0,57.98,37.85,58.28
386,Dallas,2020-04-03,-14.0,14.0,,,-30.0,,33.0,0.0,57.98,37.85,58.28
387,Dallas,2020-04-03,-14.0,14.0,,,-30.0,,921.0,17.0,57.98,37.85,58.28
388,Dallas,2020-04-03,-12.0,,,,,,7.0,0.0,57.98,37.85,58.28
389,Dallas,2020-04-03,-12.0,,,,,,33.0,0.0,57.98,37.85,58.28
390,Dallas,2020-04-03,-12.0,,,,,,921.0,17.0,57.98,37.85,58.28
391,Dallas,2020-04-03,-56.0,-36.0,,,-53.0,27.0,7.0,0.0,57.98,37.85,58.28
392,Dallas,2020-04-03,-56.0,-36.0,,,-53.0,27.0,33.0,0.0,57.98,37.85,58.28
393,Dallas,2020-04-03,-56.0,-36.0,,,-53.0,27.0,921.0,17.0,57.98,37.85,58.28
394,Dallas,2020-04-03,-5.0,19.0,,,-24.0,,7.0,0.0,57.98,37.85,58.28
395,Dallas,2020-04-03,-5.0,19.0,,,-24.0,,33.0,0.0,57.98,37.85,58.28
396,Dallas,2020-04-03,-5.0,19.0,,,-24.0,,921.0,17.0,57.98,37.85,58.28
397,Dallas,2020-04-03,-42.0,-12.0,-55.0,-50.0,-51.0,24.0,7.0,0.0,57.98,37.85,58.28
398,Dallas,2020-04-03,-42.0,-12.0,-55.0,-50.0,-51.0,24.0,33.0,0.0,57.98,37.85,58.28
399,Dallas,2020-04-03,-42.0,-12.0,-55.0,-50.0,-51.0,24.0,921.0,17.0,57.98,37.85,58.28
400,Dallas,2020-04-04,-27.0,19.0,,,-15.0,,7.0,0.0,47.9,34.43,49.34
401,Dallas,2020-04-04,-27.0,19.0,,,-15.0,,1.0,0.0,47.9,34.43,49.34
402,Dallas,2020-04-04,-27.0,19.0,,,-15.0,,33.0,0.0,47.9,34.43,49.34
403,Dallas,2020-04-04,-27.0,19.0,,,-15.0,,1015.0,18.0,47.9,34.43,49.34
404,Dallas,2020-04-04,-22.0,,,,,,7.0,0.0,47.9,34.43,49.34
405,Dallas,2020-04-04,-22.0,,,,,,1.0,0.0,47.9,34.43,49.34
406,Dallas,2020-04-04,-22.0,,,,,,33.0,0.0,47.9,34.43,49.34
407,Dallas,2020-04-04,-22.0,,,,,,1015.0,18.0,47.9,34.43,49.34
408,Dallas,2020-04-04,-65.0,-28.0,,,-29.0,,7.0,0.0,47.9,34.43,49.34
409,Dallas,2020-04-04,-65.0,-28.0,,,-29.0,,1.0,0.0,47.9,34.43,49.34
410,Dallas,2020-04-04,-65.0,-28.0,,,-29.0,,33.0,0.0,47.9,34.43,49.34
411,Dallas,2020-04-04,-65.0,-28.0,,,-29.0,,1015.0,18.0,47.9,34.43,49.34
412,Dallas,2020-04-04,-12.0,21.0,,,-16.0,,7.0,0.0,47.9,34.43,49.34
413,Dallas,2020-04-04,-12.0,21.0,,,-16.0,,1.0,0.0,47.9,34.43,49.34
414,Dallas,2020-04-04,-12.0,21.0,,,-16.0,,33.0,0.0,47.9,34.43,49.34
415,Dallas,2020-04-04,-12.0,21.0,,,-16.0,,1015.0,18.0,47.9,34.43,49.34
416,Dallas,2020-04-04,-52.0,-19.0,-68.0,-52.0,-41.0,19.0,7.0,0.0,47.9,34.43,49.34
417,Dallas,2020-04-04,-52.0,-19.0,-68.0,-52.0,-41.0,19.0,1.0,0.0,47.9,34.43,49.34
418,Dallas,2020-04-04,-52.0,-19.0,-68.0,-52.0,-41.0,19.0,33.0,0.0,47.9,34.43,49.34
419,Dallas,2020-04-04,-52.0,-19.0,-68.0,-52.0,-41.0,19.0,1015.0,18.0,47.9,34.43,49.34
420,Dallas,2020-04-05,-37.0,-16.0,,,-35.0,,7.0,0.0,38.58,32.43,45.91
421,Dallas,2020-04-05,-37.0,-16.0,,,-35.0,,1.0,0.0,38.58,32.43,45.91
422,Dallas,2020-04-05,-37.0,-16.0,,,-35.0,,35.0,0.0,38.58,32.43,45.91
423,Dallas,2020-04-05,-37.0,-16.0,,,-35.0,,1112.0,18.0,38.58,32.43,45.91
424,Dallas,2020-04-05,-25.0,,,,,,7.0,0.0,38.58,32.43,45.91
425,Dallas,2020-04-05,-25.0,,,,,,1.0,0.0,38.58,32.43,45.91
426,Dallas,2020-04-05,-25.0,,,,,,35.0,0.0,38.58,32.43,45.91
427,Dallas,2020-04-05,-25.0,,,,,,1112.0,18.0,38.58,32.43,45.91
428,Dallas,2020-04-05,-59.0,-39.0,,,-37.0,,7.0,0.0,38.58,32.43,45.91
429,Dallas,2020-04-05,-59.0,-39.0,,,-37.0,,1.0,0.0,38.58,32.43,45.91
430,Dallas,2020-04-05,-59.0,-39.0,,,-37.0,,35.0,0.0,38.58,32.43,45.91
431,Dallas,2020-04-05,-59.0,-39.0,,,-37.0,,1112.0,18.0,38.58,32.43,45.91
432,Dallas,2020-04-05,-10.0,17.0,,,-14.0,,7.0,0.0,38.58,32.43,45.91
433,Dallas,2020-04-05,-10.0,17.0,,,-14.0,,1.0,0.0,38.58,32.43,45.91
434,Dallas,2020-04-05,-10.0,17.0,,,-14.0,,35.0,0.0,38.58,32.43,45.91
435,Dallas,2020-04-05,-10.0,17.0,,,-14.0,,1112.0,18.0,38.58,32.43,45.91
436,Dallas,2020-04-05,-49.0,-20.0,-46.0,-51.0,-42.0,15.0,7.0,0.0,38.58,32.43,45.91
437,Dallas,2020-04-05,-49.0,-20.0,-46.0,-51.0,-42.0,15.0,1.0,0.0,38.58,32.43,45.91
438,Dallas,2020-04-05,-49.0,-20.0,-46.0,-51.0,-42.0,15.0,35.0,0.0,38.58,32.43,45.91
439,Dallas,2020-04-05,-49.0,-20.0,-46.0,-51.0,-42.0,15.0,1112.0,18.0,38.58,32.43,45.91
440,Dallas,2020-04-06,-28.0,,,,-31.0,,7.0,0.0,51.41,42.11,57.91
441,Dallas,2020-04-06,-28.0,,,,-31.0,,1.0,0.0,51.41,42.11,57.91
442,Dallas,2020-04-06,-28.0,,,,-31.0,,35.0,0.0,51.41,42.11,57.91
443,Dallas,2020-04-06,-28.0,,,,-31.0,,1155.0,18.0,51.41,42.11,57.91
444,Dallas,2020-04-06,-53.0,-25.0,,,-55.0,23.0,7.0,0.0,51.41,42.11,57.91
445,Dallas,2020-04-06,-53.0,-25.0,,,-55.0,23.0,1.0,0.0,51.41,42.11,57.91
446,Dallas,2020-04-06,-53.0,-25.0,,,-55.0,23.0,35.0,0.0,51.41,42.11,57.91
447,Dallas,2020-04-06,-53.0,-25.0,,,-55.0,23.0,1155.0,18.0,51.41,42.11,57.91
448,Dallas,2020-04-06,,,,,-28.0,,7.0,0.0,51.41,42.11,57.91
449,Dallas,2020-04-06,,,,,-28.0,,1.0,0.0,51.41,42.11,57.91
450,Dallas,2020-04-06,,,,,-28.0,,35.0,0.0,51.41,42.11,57.91
451,Dallas,2020-04-06,,,,,-28.0,,1155.0,18.0,51.41,42.11,57.91
452,Dallas,2020-04-06,-42.0,-19.0,-36.0,-48.0,-50.0,22.0,7.0,0.0,51.41,42.11,57.91
453,Dallas,2020-04-06,-42.0,-19.0,-36.0,-48.0,-50.0,22.0,1.0,0.0,51.41,42.11,57.91
454,Dallas,2020-04-06,-42.0,-19.0,-36.0,-48.0,-50.0,22.0,35.0,0.0,51.41,42.11,57.91
455,Dallas,2020-04-06,-42.0,-19.0,-36.0,-48.0,-50.0,22.0,1155.0,18.0,51.41,42.11,57.91
456,Dallas,2020-04-07,-31.0,,,,-35.0,,7.0,0.0,55.12,43.26,65.07
457,Dallas,2020-04-07,-31.0,,,,-35.0,,1.0,0.0,55.12,43.26,65.07
458,Dallas,2020-04-07,-31.0,,,,-35.0,,35.0,0.0,55.12,43.26,65.07
459,Dallas,2020-04-07,-31.0,,,,-35.0,,1.0,0.0,55.12,43.26,65.07
460,Dallas,2020-04-07,-31.0,,,,-35.0,,1261.0,19.0,55.12,43.26,65.07
461,Dallas,2020-04-07,-51.0,-25.0,,,-56.0,23.0,7.0,0.0,55.12,43.26,65.07
462,Dallas,2020-04-07,-51.0,-25.0,,,-56.0,23.0,1.0,0.0,55.12,43.26,65.07
463,Dallas,2020-04-07,-51.0,-25.0,,,-56.0,23.0,35.0,0.0,55.12,43.26,65.07
464,Dallas,2020-04-07,-51.0,-25.0,,,-56.0,23.0,1.0,0.0,55.12,43.26,65.07
465,Dallas,2020-04-07,-51.0,-25.0,,,-56.0,23.0,1261.0,19.0,55.12,43.26,65.07
466,Dallas,2020-04-07,,,,,-37.0,,7.0,0.0,55.12,43.26,65.07
467,Dallas,2020-04-07,,,,,-37.0,,1.0,0.0,55.12,43.26,65.07
468,Dallas,2020-04-07,,,,,-37.0,,35.0,0.0,55.12,43.26,65.07
469,Dallas,2020-04-07,,,,,-37.0,,1.0,0.0,55.12,43.26,65.07
470,Dallas,2020-04-07,,,,,-37.0,,1261.0,19.0,55.12,43.26,65.07
471,Dallas,2020-04-07,-40.0,-16.0,-5.0,-45.0,-50.0,21.0,7.0,0.0,55.12,43.26,65.07
472,Dallas,2020-04-07,-40.0,-16.0,-5.0,-45.0,-50.0,21.0,1.0,0.0,55.12,43.26,65.07
473,Dallas,2020-04-07,-40.0,-16.0,-5.0,-45.0,-50.0,21.0,35.0,0.0,55.12,43.26,65.07
474,Dallas,2020-04-07,-40.0,-16.0,-5.0,-45.0,-50.0,21.0,1.0,0.0,55.12,43.26,65.07
475,Dallas,2020-04-07,-40.0,-16.0,-5.0,-45.0,-50.0,21.0,1261.0,19.0,55.12,43.26,65.07
476,Dallas,2020-04-08,-29.0,,,,-36.0,,7.0,0.0,56.59,44.88,65.26
477,Dallas,2020-04-08,-29.0,,,,-36.0,,1.0,0.0,56.59,44.88,65.26
478,Dallas,2020-04-08,-29.0,,,,-36.0,,35.0,0.0,56.59,44.88,65.26
479,Dallas,2020-04-08,-29.0,,,,-36.0,,1.0,0.0,56.59,44.88,65.26
480,Dallas,2020-04-08,-29.0,,,,-36.0,,1324.0,20.0,56.59,44.88,65.26
481,Dallas,2020-04-08,,,,,-26.0,,7.0,0.0,56.59,44.88,65.26
482,Dallas,2020-04-08,,,,,-26.0,,1.0,0.0,56.59,44.88,65.26
483,Dallas,2020-04-08,,,,,-26.0,,35.0,0.0,56.59,44.88,65.26
484,Dallas,2020-04-08,,,,,-26.0,,1.0,0.0,56.59,44.88,65.26
485,Dallas,2020-04-08,,,,,-26.0,,1324.0,20.0,56.59,44.88,65.26
486,Dallas,2020-04-08,-54.0,-23.0,,,-55.0,23.0,7.0,0.0,56.59,44.88,65.26
487,Dallas,2020-04-08,-54.0,-23.0,,,-55.0,23.0,1.0,0.0,56.59,44.88,65.26
488,Dallas,2020-04-08,-54.0,-23.0,,,-55.0,23.0,35.0,0.0,56.59,44.88,65.26
489,Dallas,2020-04-08,-54.0,-23.0,,,-55.0,23.0,1.0,0.0,56.59,44.88,65.26
490,Dallas,2020-04-08,-54.0,-23.0,,,-55.0,23.0,1324.0,20.0,56.59,44.88,65.26
491,Dallas,2020-04-08,,,,,-34.0,,7.0,0.0,56.59,44.88,65.26
492,Dallas,2020-04-08,,,,,-34.0,,1.0,0.0,56.59,44.88,65.26
493,Dallas,2020-04-08,,,,,-34.0,,35.0,0.0,56.59,44.88,65.26
494,Dallas,2020-04-08,,,,,-34.0,,1.0,0.0,56.59,44.88,65.26
495,Dallas,2020-04-08,,,,,-34.0,,1324.0,20.0,56.59,44.88,65.26
496,Dallas,2020-04-08,-38.0,-12.0,-6.0,-44.0,-50.0,21.0,7.0,0.0,56.59,44.88,65.26
497,Dallas,2020-04-08,-38.0,-12.0,-6.0,-44.0,-50.0,21.0,1.0,0.0,56.59,44.88,65.26
498,Dallas,2020-04-08,-38.0,-12.0,-6.0,-44.0,-50.0,21.0,35.0,0.0,56.59,44.88,65.26
499,Dallas,2020-04-08,-38.0,-12.0,-6.0,-44.0,-50.0,21.0,1.0,0.0,56.59,44.88,65.26
500,Dallas,2020-04-08,-38.0,-12.0,-6.0,-44.0,-50.0,21.0,1324.0,20.0,56.59,44.88,65.26
501,Dallas,2020-04-09,-22.0,,,,-31.0,,10.0,0.0,57.52,41.76,64.03
502,Dallas,2020-04-09,-22.0,,,,-31.0,,1.0,0.0,57.52,41.76,64.03
503,Dallas,2020-04-09,-22.0,,,,-31.0,,36.0,0.0,57.52,41.76,64.03
504,Dallas,2020-04-09,-22.0,,,,-31.0,,2.0,0.0,57.52,41.76,64.03
505,Dallas,2020-04-09,-22.0,,,,-31.0,,1432.0,22.0,57.52,41.76,64.03
506,Dallas,2020-04-09,,,,,-25.0,,10.0,0.0,57.52,41.76,64.03
507,Dallas,2020-04-09,,,,,-25.0,,1.0,0.0,57.52,41.76,64.03
508,Dallas,2020-04-09,,,,,-25.0,,36.0,0.0,57.52,41.76,64.03
509,Dallas,2020-04-09,,,,,-25.0,,2.0,0.0,57.52,41.76,64.03
510,Dallas,2020-04-09,,,,,-25.0,,1432.0,22.0,57.52,41.76,64.03
511,Dallas,2020-04-09,-56.0,-27.0,,,-56.0,26.0,10.0,0.0,57.52,41.76,64.03
512,Dallas,2020-04-09,-56.0,-27.0,,,-56.0,26.0,1.0,0.0,57.52,41.76,64.03
513,Dallas,2020-04-09,-56.0,-27.0,,,-56.0,26.0,36.0,0.0,57.52,41.76,64.03
514,Dallas,2020-04-09,-56.0,-27.0,,,-56.0,26.0,2.0,0.0,57.52,41.76,64.03
515,Dallas,2020-04-09,-56.0,-27.0,,,-56.0,26.0,1432.0,22.0,57.52,41.76,64.03
516,Dallas,2020-04-09,,,,,-38.0,,10.0,0.0,57.52,41.76,64.03
517,Dallas,2020-04-09,,,,,-38.0,,1.0,0.0,57.52,41.76,64.03
518,Dallas,2020-04-09,,,,,-38.0,,36.0,0.0,57.52,41.76,64.03
519,Dallas,2020-04-09,,,,,-38.0,,2.0,0.0,57.52,41.76,64.03
520,Dallas,2020-04-09,,,,,-38.0,,1432.0,22.0,57.52,41.76,64.03
521,Dallas,2020-04-09,-40.0,-13.0,-21.0,-46.0,-52.0,21.0,10.0,0.0,57.52,41.76,64.03
522,Dallas,2020-04-09,-40.0,-13.0,-21.0,-46.0,-52.0,21.0,1.0,0.0,57.52,41.76,64.03
523,Dallas,2020-04-09,-40.0,-13.0,-21.0,-46.0,-52.0,21.0,36.0,0.0,57.52,41.76,64.03
524,Dallas,2020-04-09,-40.0,-13.0,-21.0,-46.0,-52.0,21.0,2.0,0.0,57.52,41.76,64.03
525,Dallas,2020-04-09,-40.0,-13.0,-21.0,-46.0,-52.0,21.0,1432.0,22.0,57.52,41.76,64.03
526,Dallas,2020-04-10,-27.0,0.0,,,-40.0,,11.0,0.0,66.74,43.86,77.76
527,Dallas,2020-04-10,-27.0,0.0,,,-40.0,,1.0,0.0,66.74,43.86,77.76
528,Dallas,2020-04-10,-27.0,0.0,,,-40.0,,36.0,0.0,66.74,43.86,77.76
529,Dallas,2020-04-10,-27.0,0.0,,,-40.0,,2.0,0.0,66.74,43.86,77.76
530,Dallas,2020-04-10,-27.0,0.0,,,-40.0,,1537.0,25.0,66.74,43.86,77.76
531,Dallas,2020-04-10,-50.0,-21.0,,,-56.0,24.0,11.0,0.0,66.74,43.86,77.76
532,Dallas,2020-04-10,-50.0,-21.0,,,-56.0,24.0,1.0,0.0,66.74,43.86,77.76
533,Dallas,2020-04-10,-50.0,-21.0,,,-56.0,24.0,36.0,0.0,66.74,43.86,77.76
534,Dallas,2020-04-10,-50.0,-21.0,,,-56.0,24.0,2.0,0.0,66.74,43.86,77.76
535,Dallas,2020-04-10,-50.0,-21.0,,,-56.0,24.0,1537.0,25.0,66.74,43.86,77.76
536,Dallas,2020-04-10,,,,,-35.0,,11.0,0.0,66.74,43.86,77.76
537,Dallas,2020-04-10,,,,,-35.0,,1.0,0.0,66.74,43.86,77.76
538,Dallas,2020-04-10,,,,,-35.0,,36.0,0.0,66.74,43.86,77.76
539,Dallas,2020-04-10,,,,,-35.0,,2.0,0.0,66.74,43.86,77.76
540,Dallas,2020-04-10,,,,,-35.0,,1537.0,25.0,66.74,43.86,77.76
541,Dallas,2020-04-10,-38.0,-9.0,-15.0,-44.0,-55.0,22.0,11.0,0.0,66.74,43.86,77.76
542,Dallas,2020-04-10,-38.0,-9.0,-15.0,-44.0,-55.0,22.0,1.0,0.0,66.74,43.86,77.76
543,Dallas,2020-04-10,-38.0,-9.0,-15.0,-44.0,-55.0,22.0,36.0,0.0,66.74,43.86,77.76
